,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
23,33914325,4 guests,1 bedroom,1 bed,1 bath,$19,$51,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.88981286795172&2d139.54068221209047&2m2&1d35.965221855270855&2d139.69636528268484&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5lfe1z&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=1994,"Translate this description to English
We rented a luxury studio located on the high floor as a private night. The Railway Museum The station is a 5-minute walk, so it is convenient when you play at the Railway Museum. You can reach Omiya Station in 1 minute and 3 minutes. If you change to Keihin Tohoku Line from there, this will also arrive at Saitama Shintoshin Station at one station, so it is convenient to use Saitama Super Arena. The rooms are large in a single room and can accommodate double beds as well as double size futons and can accommodate up to 4 people. A washing machine, a refrigerator microwave oven, a rice cooker, cooking utensils, an iron, and a trouser press are fully equipped for long stay. The bathroom will be another bathroom dryer and washlet toilet. The railway museum is visible under the doorway in front of the entrance. In summer, you can also see the fireworks display in Omiya from your room. Close to Omiya Park, you can go to the Nack 5 Stadium, the Saitama Prefecture Omiya Baseball Stadium, and the Saitama City Omiya Bonsai Art Museum within a 10-minute walk.
高層階にある高級ﾜﾝﾙｰﾑを民泊としてお貸し出し致しました｡
鉄道博物館駅徒歩5分なので鉄道博物館で遊ぶ際も便利です｡
大宮駅までは1駅3分で着きます｡
そこから京浜東北線に乗り換えればこれも1駅でさいたま新都心駅に着きますので､さいたまｽｰﾊﾟｰｱﾘｰﾅ利用にも便利です｡
お部屋はﾜﾝﾙｰﾑでは広くﾀﾞﾌﾞﾙﾍﾞｯﾄﾞの他ﾀﾞﾌﾞﾙｻｲｽﾞの布団も置ける広さで最大人数4人まで宿泊出来ます｡洗濯機､冷蔵庫電子ﾚﾝｼﾞ､炊飯器､調理器具､ｱｲﾛﾝ､ｽﾞﾎﾞﾝﾌﾟﾚｯｻｰ完備で長期滞在にも困りません｡ﾊﾞｽ､ﾄｲﾚ別の浴室乾燥機､ｳｫｼｭﾚｯﾄﾄｲﾚになります｡
玄関前廊下の眼下には鉄道博物館が見えます｡
夏場はお部屋から大宮の花火大会も見れます｡
大宮公園にも近くNack5ｽﾀｼﾞｱﾑや埼玉県営大宮野球場､さいたま市大宮盆栽美術館と全て徒歩10分以内に行けます｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox
Read all rules",$63
24,35771392,3 guests,2 bedrooms,1 bed,1 bath,$57,$54,Show all 21 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.695480524062035&2d139.7434900199412&2m2&1d35.77107554361702&2d139.89955715708697&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._72329w&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=99382,"My listing is an apartment which is located 6 min from Kanegafuchi station, within 10 min from Skytree & Asakusa by train. There are 15 square meters with a loft, one double bed and one Futon.
You will feel the atmosphere of a traditional Tokyo room.
We will be full of warm hospitality for you. If you have any questions about the room, sightseeing spots in Tokyo, and restaurants that I recommend, please don’t hesitate to ask us anytime.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$61
25,32724311,2 guests,1 bedroom,0 beds,1 bath,$28,$42,Show all 7 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66488202567224&2d139.54921862370588&2m2&1d35.74050523653379&2d139.70534396225878&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._l0drib&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=50102,"Translate this description to English
5 stations from Shinjuku. Private kept room with separate bath and toilet. There are two sets of futons. 7 minutes walk from Ogikubo Station. You can reach Shinjuku by train in 10 minutes, Shinjuku in 15 minutes or 2 stations in Kichijoji Station. Ogikubo Station has a shopping building, and there are shopping streets around the station, so there are many shops of various genres. There is a hot spring in front of the station, and you can enjoy Musashino natural hot spring outdoor hot spring. It takes 10minutes by train from Shinjuku. Esspecily there are lots of famous ""Ramen shop"". There are many local shopping spots and restaurants in Ogikubo area. Also, you can enjoy hot spring at Nagominoyu. It takes 3minutes from Ogikubo station.
新宿から5駅｡お風呂とﾄｲﾚ別でﾌﾟﾗｲﾍﾞｰﾄの保たれたお部屋です｡布団は2組ございます｡
荻窪駅から徒歩7分｡電車で新宿まで10分､渋谷まで15分ほど､吉祥寺駅は2駅でｱｸｾｽできます｡
荻窪駅にはｼｮｯﾋﾟﾝｸﾞﾋﾞﾙがあり､駅周辺には商店街があるので色んなｼﾞｬﾝﾙのお店がたくさんあります｡
駅前にはなごみの湯があり､武蔵野の天然温泉露天風呂を楽しめます｡

It takes 10minutes by train from Shinjuku.
There are many local shopping spots and restaurants in Ogikubo area. Especiaily there are lots of famous ""Ramen shop"".
Also, you can enjoy hot spring at Nagominoyu. It takes 3minutes from Ogikubo station.
License or registration number
M130014512
Learn about this number
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM and check out by 11AM",$50
26,21391259,3 guests,1 bedroom,2 beds,1 bath,$33,$44,Show all 24 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.551953887777486&2d139.54990818974784&2m2&1d35.627684704139824&2d139.70625568159267&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._v3i9r0&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=65812,"4 minutes on foot from Musashi-Shinjo Station, convenient for access to Tokyo and Yokohama.Completely private 41m1LDK, spacious One-room.
The room has been renovated and is very beautiful. Kitchen, cutlery and dishes, refrigerator, electronic range, washing machine, dryer, Wi-Fi, everything you need for your life is equipped.You can stay up to 2 people.Friends, couples and families are welcome.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 7PM and check out by 11AM
Read all rules",$52
27,32456160,5 guests,1 bedroom,3 beds,1 bath,0,$50,Show all 30 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.579100612015374&2d138.43588965566028&2m2&1d35.65480602206222&2d138.59218469575706&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._pkoinu&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=126170,"以下､日本語説明. Our guesthouse is absolutely clean. If you want to experience authentic Japan, check out my website called Close to Mount Fuji (closetomountfuji). Have a look at my 50+ blog posts and choose your experience. I will provide all the help you need to make your trip to Japan an unforgettable experience. Enjoy Japan's premier winery region. Discover ancient temples hidden among forested mountains. For adventures off the beaten path, you've definitely come to the right place. Wifi in garage.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 10PM and check out by 10AM
Read all rules",$65
28,38959817,3 guests,1 bedroom,1 bed,1.5 baths,$62,$51,Show all 24 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.712221584633994&2d139.703831324597&2m2&1d35.78780042605423&2d139.85742703458004&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._n3rgqf&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=64162,"The apartment is near Yanaka-Nezu-Sendagi area and easy to go to Ueno-Asakusa area. You can feel the atmosphere of good old Japanese downtown. In Nippori, you can go down the stairs called “Yuyake Dan Dan” (Stairs of sunset) where you can see beautiful sunset. In Yanaka Ginza, there’re lots of small shops where you can buy snacks and drinks. Also you can enjoy standing bars.Portable Wi-Fi is available for free.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 9PM and check out by 10AM
Read all rules",$56
29,38962503,3 guests,1 bedroom,1 bed,1.5 baths,$62,$51,Show all 21 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.71246837314884&2d139.70235870083297&2m2&1d35.78804773685498&2d139.85839351622633&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._s0jgyt&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=6131,"The apartment is near Yanaka-Nezu-Sendagi area and easy to go to Ueno-Asakusa area. You can feel the atmosphere of good old Japanese downtown. In Nippori, you can go down the stairs called “Yuyake Dan Dan” (Stairs of sunset) where you can see beautiful sunset. In Yanaka Ginza, there’re lots of small shops where you can buy snacks and drinks. Also you can enjoy standing bars.Portable Wi-Fi is available for free.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 9PM and check out by 10AM
Read all rules",$56
30,35723716,3 guests,1 bedroom,1 bed,1 bath,$37,$41,Show all 24 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.756194967332085&2d139.3989642695335&2m2&1d35.83173279232781&2d139.55491332758913&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._dxtera&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=121884,"A perfect place to stay for groups of two, be that couples, spouses or just friends. Has great access to Ikebukuro and Shinjuku. In front of the train station you can find a bustling shopping street and a large scale mall, with plenty of restaurants to enjoy. Free pocket WiFi with no data limits. Rooms are newly renovated and absolutely beautiful, and combined with the plentiful amenities you can enjoy a nice and relaxed stay.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$47
31,33034340,3 guests,studio,2 beds,1 bath,$47,$53,Show all 23 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.707262595468876&2d139.75205718313998&2m2&1d35.78284642206222&2d139.90566302428124&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._k72kdn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=6460,"Translate this description to English
You can see the sky tree in the room or from the roof of the 5th floor. You can drink coffee while watching the Sky Tree. We have set up the ground floor in the company, experience events go.
部屋の中あるいは､5階の屋上からでｽｶｲﾂﾘｰが見えます｡
ｽｶｲﾂﾘｰを見ながら､ｺｰﾋｰを飲むことができます｡
会社に1階設置しております､体験ｲﾍﾞﾝﾄが行ｲます｡
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM and check out by 10AM",$61
32,37224533,2 guests,1 bedroom,1 bed,1 bath,$19,$58,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68208594948052&2d139.708902758588&2m2&1d35.75769392380956&2d139.86499664107384&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._fg3h5x&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=55984,"Dear friends, I really appreciate that you read the information about my lovely house.
Hope you can have a good time and memory here in my house with great convenience. Below is the introduction about my house.
【Surroundings】
My house is located in downtown(near 2 stations), where there are many 24-hour convenience stores, superm arkets and food shops, which is quite convenient for your daily life.
You can walk to Sensoji Temple/Ueno Park in 20-min.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$72
33,23387515,2 guests,1 bedroom,1 bed,1 bath,0,$38,Show all 18 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.63335439024968&2d138.49931477303335&2m2&1d35.70900907048375&2d138.65306460705744&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._el2gvq&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=112964,"Translate this description to English
ﾘﾋﾞﾝｸﾞﾙｰﾑ､ﾄｲﾚ､ﾊﾞｽﾙｰﾑからなるｱﾊﾟｰﾄです｡和室を洋室へﾘﾉﾍﾞｰｼｮﾝしたお部屋です｡
ﾎｽﾄ自らDIYでﾘﾉﾍﾞｰｼｮﾝ!
ﾊﾝﾄﾞｸﾗﾌﾄならではの温かみのあるお部屋です｡
近くには､古くからの銭湯(もちろん源泉かけ流しの温泉!)やﾜｲﾅﾘｰもあります｡
何といってもJR甲府駅北口から徒歩10分です!駐車場のご用意もございます｡
歩いて楽しいまちなか生活を是非にお楽しみください｡
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in time is 2PM - 10PM and check out by 11AM
Read all rules",$49
34,31108704,2 guests,1 bedroom,1 bed,1 bath,$28,$54,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66300617352399&2d139.6197299630138&2m2&1d35.738630579528454&2d139.77341827199064&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._l2i6ln&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=39472,"We open new Japanese styles TATAMI rooms.
Our house is located in Center of Tokyo and it has a great access to all different parts of Tokyo. The nearest subway is just 2 minutes by walk. There are a lot of restaurants, convenience stores and even shopping malls.
This is entire rented house included private bathroom and kitchen.
Besides, portable wifi and TV are provided in your private room.
Please feel free to contact us and visit our house~!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM",$66
35,22271482,2 guests,studio,2 beds,1 bath,$56,$51,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.517949375695416&2d139.65228536613142&2m2&1d35.59371187694406&2d139.80625432028182&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9qu1r3&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=69610,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo.
By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price:
- Wide (110cm) comfy Twin beds
- The fastest Wi-Fi in Japan
- Hotel-like bathroom
- Flat-screen TV with Netflix.
You’ll be happy to know that each unit also has:
- A Washer & Dryer in the Bathroom
- A kitchenette fitted with a microwave and a kettle
- A fridge
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Self check-in with keypad
Read all rules",$57
36,21707054,3 guests,1 bedroom,2 beds,1 bath,$47,$57,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.632805307086144&2d139.53924675354915&2m2&1d35.70845882153856&2d139.692994218404&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._291g1z&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=92047,"The nearest spot is the center of the city and Art Culture.
15-minute train ride to Shinjuku and Shibuya. A 2-minute walk from the nearest station to the Guest houses. It is conveniently located in Tokyo move.
Rooms receive accommodation is a modern Western-style. It is recommended for couples and business and children family. All the bedrooms, kitchen, bathroom are not shared with other guests.You can relax after sightseeing or business.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 11AM
Read all rules",$66
