,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
28,38605603,2 guests,1 bedroom,1 bed,1.5 baths,$13,$28,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.572329424241072&2d-74.14539698955957&2m2&1d4.6651534007646305&2d-73.98969225474582&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._od7b07&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=108254,"Translate this description to English
In the international center, our guests can find important places of interest such as the National Museum, Monserrate, Plaza de Bolivar, tourist centers, and countless restaurants, bars and cultural activities that will make your visit to the city an unforgettable experience in all the senses. In addition, it is an ideal point for business trips and studies for its excellent location, close to all financial institutions and major public and private universities
En el centro internacional, nuestros huéspedes pueden encontrar sitios de interés importantes como el Museo Nacional, Monserrate, plaza de bolivar, centros turísticos, y un sinnumero de restaurantes, bares y actividades culturales que harán de su visita a la ciudad, una experiencia inolvidable en todos los sentidos.
Además, es un punto ideal para los viajes de negocios y estudios por su excelente ubicación, cerca a todas las entidades financieras y principales universidades publicas y privadas
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)",$35
29,37990651,2 guests,1 bedroom,1 bed,1 bath,$13,$16,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.563404173526586&2d-74.14633474072525&2m2&1d4.6562293240379535&2d-73.99062803664168&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._vi706q&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=8325,"Translate this description to English
Cozy apartment surrounded by multiculturalism, in the center of Bogotá. Close to parks, theaters, museums and universities; behind the Colpatria tower, famous for its 192-meter high viewpoint; and next to the National library, the oldest in the city. Located 15 minutes from the National Museum and 5 minutes from the Museum of Modern Art and the District Cinematheque. Easy access and connection with the city. Quiet and cultural environment, close to the historic center and the eastern hills.
Apartamento acogedor rodeado de multiculturalidad, en el centro de Bogotá. Cerca a parques, teatros, museos y universidades; detrás de la torre Colpatria, famosa por su mirador a 192 metros de altura; y al lado de la biblioteca Nacional, la más antigua de la ciudad. Ubicado a 15 min del Museo Nacional y a 5 min del Museo de Arte Moderno y la Cinemateca Distrital. Fácil acceso y conexión con la ciudad. Ambiente tranquilo y cultural, cerca al centro histórico y a los cerros orientales.
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$19
30,24769836,2 guests,1 bedroom,1 bed,1.5 baths,$13,$40,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.569353326904583&2d-74.14868704727274&2m2&1d4.662177673650351&2d-73.99298169144112&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._biwq4t&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=8230,"Beautifully decorated, perfectly located, designer’s cozy space in Bogota Downtown. The apartment is located in the heart of Bogota, near to many historic places like the National Museum, Candelaria, Monserrate; and it is strategically located for easy transfer to any place in the city. You will love this place!!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$50
31,24918902,2 guests,studio,1 bed,1 bath,0,$12,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5663749440868795&2d-74.14894605929402&2m2&1d4.659199615081432&2d-73.9932401595612&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._b8uwxj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=63966,"Translate this description to English
The studio is remodeled. It is located in the center of Bogotá. Close to Tequendama Hotel, National Museum, Banking and Restaurants Area. It is the historic city center. You can go trekking to the hill of Monserrate at 3150 m.
El apartaestudio está remodelado. Está ubicado en el centro de Bogotá. Cerca al hotel Tequendama, Museo Nacional, Zona Bancaria y de Restaurantes. Es el Centro Histórico de la ciudad. Se puede hacer SENDERISMO hacía el cerro de Monserrate a 3150 m.
Read more about the space
Contact host","House rules
Check-in is anytime after 3PM and check out by 12PM (noon)
Read all rules",$15
32,13333084,4 guests,2 bedrooms,3 beds,3 baths,$30,$50,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.631827187432656&2d-74.12719942240318&2m2&1d4.724643375416116&2d-73.97150775223736&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._dedmy9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=79410,"Translate this description to English
Restaurants, Nightclubs, Financial Zone, Embassies and international entities, the best gym of the city Bodytech diagonal to a street. It is a lively area with the intensity of Bogota the apartment is quiet, located near the park of 93, the area Rosa is very easy to move to all points of Bogota, safe neighborhood to the front you have a cycle-route that connects you to the More than 400 kilometers of cyclists in Bogota. 10 minutes drive from Usaquén tourist and gastronomic area.
Restaurantes, Discotecas, Zona Financiera, Embajadas y entidades internacionales, el mejor gym de la ciudad Bodytech diagonal a una calle. Es una zona viva con la intensidad de Bogotá el apartamento es silencioso, ubicado cerca al parque de la 93, de la zona Rosa es muy fácil desplazarse a todos los puntos de Bogotá, barrio seguro al frente tienes ciclo-ruta que te conecta a los mas de 400 kilometros de ciclorutas de Bogotá. A 10 minutos coche de Usaquén zona turística y gastronómica.
Contact host","House rules
No smoking
Check-in is anytime after 2PM and check out by 11AM
Self check-in with building staff
Read all rules",$60
33,31882484,3 guests,1 bedroom,1 bed,1.5 baths,$20,$51,Show all 19 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.628842567046018&2d-74.12735075997756&2m2&1d4.7216589445223605&2d-73.97165877195272&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9iijup&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=14853,"Translate this description to English
Parque de la 93, north of Bogotá, terrace with panoramic views of the city, restaurant, with free WiFi. This establishment serves a buffet breakfast and has a 24-hour reception. with additional cost completely furnished, exterior view. International dishes à la carte are prepared in the restaurant and snacks are available at the bar. There is a business center and a games room at guests' disposal, and free private parking is available.
Parque de la 93, al norte de Bogotá, terraza con vistas panorámicas a la ciudad, restaurante, con conexión WiFi gratuita. Este establecimiento sirve un desayuno buffet y dispone de una recepción 24 horas.
con costo adicional
completamente amoblado, vista exterior.
En el restaurante se preparan platos internacionales a la carta y en el bar se ofrecen aperitivos. Además, hay un centro de negocios y una sala de juegos a disposición de los huéspedes y se facilita aparcamiento privado gratuito.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$63
34,39102195,4 guests,2 bedrooms,2 beds,2 baths,$14,$20,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.65859777461981&2d-74.13338013969224&2m2&1d4.751410455219562&2d-73.97769435287978&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._og0s1h&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95030,"Translate this description to English
Apartment located in Barrio Batán, a residential area in northern Bogotá, located in a building with private security 24 hours a day. The sector is very quiet, it has good access to means of transport: Two blocks away is the Transmilenio station of 127th Street and very few blocks pass SITP (bus system) routes. How much with a park very close (two blocks) where there is a commercial area where you can find supermarkets, drug stores, restaurant
Apartamento ubicado en el Barrio Batán, zona residencial del norte de Bogotá, ubicado en un edificio con seguridad privada las 24 horas del día. El sector es muy tranquilo, cuenta con buenos accesos de medios de transporte: A dos cuadras se encuentra la estación de Transmilenio de la Calle 127 y a muy pocas cuadras pasan rutas de SITP (sistema de buses). Cuanta con un parque muy cerca (dos cuadras) donde se encuentra una zona comercial donde puede encontrar supermercados, droguerías, restaurante
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Read all rules",$23
35,23840213,4 guests,1 bedroom,1 bed,1 bath,$13,$19,Show all 32 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.593146747562163&2d-74.14308980647604&2m2&1d4.685967835681086&2d-73.9873899167282&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7ubrnj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=61942,"Loft-style open space studio. It has a semi-double bed, a semi-double mattress and a very comfortable sofa (recommended for people less than 1.6 m tall). It has a fully equipped bathroom, washer dryer, refrigerator, dining room, kitchen, television and wifi as well as an echo with alexa, a wifi surveillance camera looking at the door and a smart lock pro
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is flexible and check out by 1PM
Self check-in with smart lock
Read all rules",$23
36,11479364,4 guests,2 bedrooms,2 beds,3 baths,$25,$104,Show all 19 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.63181475097634&2d-74.1329885159497&2m2&1d4.724630689748329&2d-73.97729726381601&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7n5pae&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=89553,"130mt2 Modern, Loft, Pent House with private terrace. Perfect for 1-2 couples. Lots of natural Light (80% of walls are windows) and amazing view. Unbeatable location allows walking distance from 93 and Virrey Parks and T Zone. Fully equipped.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with building staff
Read all rules",$130
37,37425249,3 guests,1 bedroom,2 beds,1 bath,$14,$29,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.631812104278277&2d-74.12995209426367&2m2&1d4.724627990013652&2d-73.97126687026446&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._br9w5w&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=26965,"Translate this description to English
amazing and cozy flat close to 93 park, lighting in a exclusive neighborhood.
amazing and cozy flat close to 93 park, lighting in a exclusive neighborhood.
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$35
38,5192758,2 guests,1 bedroom,1 bed,2 baths,$29,$204,Show all 36 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.616951291160161&2d-74.12572186462523&2m2&1d4.709769378077129&2d-73.97002700915164&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._243oaw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=113429,"Luxury penthouse, centrally located near main shopping and nightlife district, with beautiful views over the city, duplex loft style penthouse 1500sqf + 3 terraces, hot tub, 200Mbps internet, 173 ch cable, 24 hr security, hardwood floors, 2 parkings. Residential building in Bogota's best neighborhood, where people demand to be able to rest, so no unregistered guests allowed and no parties.
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in time is 3PM - 8PM and check out by 12PM (noon)
Read all rules",$259
39,30876542,4 guests,1 bedroom,1 bed,1 bath,$8,$17,Show all 31 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.59314212773678&2d-74.14900368401152&2m2&1d4.685963122495476&2d-73.99330395086787&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._bh51zt&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=60221,"Lindo apartamento/estudio para 4 personas en un edificio recientemente renovado ubicado en el corazón de CHAPINERO, la zona más emblemática, financiera y central de la capital.
Un distrito seguro con fácil acceso a teatros, transporte público, centros culturales y de conciertos, paseos, museos, restaurantes de clase mundial y ...la lista es verdaderamente interminable! PERFECTO para parejas, familias con ninos y aventureros solitario que quieran descubrir Bogotá desde una lugar central y seguro.
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$20
40,36708040,5 guests,1 bedroom,1 bed,1 bath,0,$0,Show all 11 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.584230482587081&2d-74.16512398641373&2m2&1d4.6770529156113785&2d-74.0064275686625&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._oxya17&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=127936,"Studio furnished wiyh kitchen , fridge, microwave oven coffee maker, with laundry place ,wi fi , cable tv , security locks, security guard 24 hours in a safe neighborhood close to american Embassy
Rental basis: Entire house or apartment
Number of bedrooms: 1; Number of other rooms with beds: 0
Read more about the space
Contact host","House rules
Check-in is anytime after 2PM and check out by 11AM
Read all rules",$32
41,34953800,2 guests,1 bedroom,1 bed,1.5 baths,$10,$60,Show all 40 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.62884230274206&2d-74.13333468039679&2m2&1d4.721658674918648&2d-73.97764270126186&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._s4nttr&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=118283,"This stylish one bedroom, two bathroom apartment is located in Chico neighborhood, just a few blocks away from Parque 93, Parque Virrey and Zona T. Elegant apartment in a premium location, ideal for couples, solo travelers or business related trips. Fully equipped apartment for short and long term stays. Free parking and gym inside the building. Doorman in front desk 24/7, check-in possible at anytime! Feel free to ask any question you have before booking.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is flexible
Self check-in with building staff
Read all rules",$76
